lon lat topography LAB
-81.500000 71.500000 -1.343100 220.600006
-80.500000 71.500000 -1.282600 217.029999
-79.500000 71.500000 -1.176100 211.490005
-78.500000 71.500000 -1.101400 203.529999
-77.500000 71.500000 -1.021700 195.039993
-76.500000 71.500000 -0.805070 186.259995
-75.500000 71.500000 -0.566890 177.649994
-51.500000 71.500000 -0.671040 150.960007
-50.500000 71.500000 -0.592800 158.429993
-49.500000 71.500000 -0.550210 165.639999
-48.500000 71.500000 -0.521230 172.369995
-47.500000 71.500000 -0.518320 178.320007
-46.500000 71.500000 -0.620600 183.350006
-45.500000 71.500000 -0.725260 187.350006
-44.500000 71.500000 -0.758390 190.220001
-43.500000 71.500000 -0.740860 191.550003
-42.500000 71.500000 -0.702110 191.380005
-41.500000 71.500000 -0.653000 190.300003
-40.500000 71.500000 -0.624800 188.169998
-39.500000 71.500000 -0.609140 184.860001
-38.500000 71.500000 -0.602600 180.490005
-37.500000 71.500000 -0.574980 175.000000
-36.500000 71.500000 -0.490850 168.990005
-35.500000 71.500000 -0.416780 162.309998
-34.500000 71.500000 -0.385240 155.360001
-33.500000 71.500000 -0.372320 148.449997
-32.500000 71.500000 -0.296400 141.610001
-31.500000 71.500000 -0.213360 134.279999
82.500000 71.500000 -2.496300 172.070007
83.500000 71.500000 -2.571100 176.139999
84.500000 71.500000 -2.743900 179.779999
85.500000 71.500000 -2.983600 182.509995
86.500000 71.500000 -3.149100 183.850006
87.500000 71.500000 -2.944700 183.820007
88.500000 71.500000 -2.665700 183.119995
89.500000 71.500000 -2.502000 181.929993
90.500000 71.500000 -2.404300 180.399994
91.500000 71.500000 -2.226500 178.630005
92.500000 71.500000 -2.074800 176.039993
93.500000 71.500000 -1.989500 172.940002
94.500000 71.500000 -2.005800 169.610001
95.500000 71.500000 -2.102200 166.440002
96.500000 71.500000 -2.227700 163.740005
97.500000 71.500000 -2.245000 161.710007
98.500000 71.500000 -2.251300 160.440002
99.500000 71.500000 -2.233800 160.000000
100.500000 71.500000 -2.251100 160.830002
101.500000 71.500000 -2.268100 162.960007
102.500000 71.500000 -2.302700 165.820007
103.500000 71.500000 -2.280200 169.580002
104.500000 71.500000 -2.202800 174.000000
105.500000 71.500000 -1.970600 179.110001
106.500000 71.500000 -1.743900 184.639999
107.500000 71.500000 -1.642800 190.259995
108.500000 71.500000 -1.577300 195.850006
109.500000 71.500000 -1.497800 201.139999
110.500000 71.500000 -1.405800 206.289993
111.500000 71.500000 -1.374500 211.039993
112.500000 71.500000 -1.352700 214.279999
113.500000 71.500000 -1.379700 216.050003
114.500000 71.500000 -1.396100 215.509995
115.500000 71.500000 -1.397500 212.929993
116.500000 71.500000 -1.401500 208.500000
117.500000 71.500000 -1.437000 202.470001
118.500000 71.500000 -1.498100 196.139999
119.500000 71.500000 -1.608400 189.889999
120.500000 71.500000 -1.718300 182.789993
121.500000 71.500000 -1.785800 175.130005
-113.500000 70.500000 -1.391100 246.089996
-112.500000 70.500000 -1.395400 253.389999
-111.500000 70.500000 -1.407200 260.260010
-110.500000 70.500000 -1.389000 266.549988
-109.500000 70.500000 -1.422800 271.910004
-108.500000 70.500000 -1.416200 276.519989
-107.500000 70.500000 -1.442300 280.059998
-106.500000 70.500000 -1.426300 282.880005
-105.500000 70.500000 -1.474000 284.260010
-104.500000 70.500000 -1.501300 284.500000
-103.500000 70.500000 -1.564500 282.970001
-102.500000 70.500000 -1.674300 279.809998
-93.500000 70.500000 -1.297100 242.330002
-92.500000 70.500000 -1.446000 239.789993
-91.500000 70.500000 -1.580200 238.479996
-90.500000 70.500000 -1.671000 238.100006
-89.500000 70.500000 -1.728900 238.460007
-88.500000 70.500000 -1.582500 238.919998
-87.500000 70.500000 -1.480300 239.229996
-86.500000 70.500000 -1.380900 238.899994
-85.500000 70.500000 -1.327300 238.210007
-84.500000 70.500000 -1.247600 237.330002
-83.500000 70.500000 -1.265000 236.520004
-82.500000 70.500000 -1.407200 235.970001
-81.500000 70.500000 -1.592500 235.500000
-80.500000 70.500000 -1.498300 234.610001
-79.500000 70.500000 -1.399500 232.000000
-78.500000 70.500000 -1.334900 227.419998
-77.500000 70.500000 -1.286000 221.059998
-76.500000 70.500000 -1.213500 213.350006
-75.500000 70.500000 -1.172000 205.380005
-74.500000 70.500000 -0.904120 197.289993
-73.500000 70.500000 -0.577800 188.619995
-72.500000 70.500000 -0.233470 179.380005
-71.500000 70.500000 0.055095 170.190002
-50.500000 70.500000 -0.914120 162.119995
-49.500000 70.500000 -0.885450 170.509995
-48.500000 70.500000 -0.814560 178.669998
-47.500000 70.500000 -0.748980 186.029999
-46.500000 70.500000 -0.847860 192.380005
-45.500000 70.500000 -0.940470 197.220001
-44.500000 70.500000 -0.906730 200.270004
-43.500000 70.500000 -0.838160 201.690002
-42.500000 70.500000 -0.740490 201.360001
-41.500000 70.500000 -0.666160 199.889999
-40.500000 70.500000 -0.634640 197.440002
-39.500000 70.500000 -0.631340 192.199997
-38.500000 70.500000 -0.614650 184.419998
-37.500000 70.500000 -0.596950 175.429993
-36.500000 70.500000 -0.539720 165.550003
-35.500000 70.500000 -0.541530 155.559998
-34.500000 70.500000 -0.416460 145.779999
-33.500000 70.500000 -0.350540 136.210007
82.500000 70.500000 -3.032200 167.220001
83.500000 70.500000 -3.051100 173.419998
84.500000 70.500000 -3.233900 178.580002
85.500000 70.500000 -3.181800 182.309998
86.500000 70.500000 -3.130000 184.320007
87.500000 70.500000 -2.921900 184.690002
88.500000 70.500000 -2.626600 184.369995
89.500000 70.500000 -2.408000 183.399994
90.500000 70.500000 -2.166700 181.460007
